timestamp,symbol,action,reason,position_before_side,position_after_side,entry_price_before,entry_price_after,quantity_before,quantity_after,stop_price_before,stop_price_after,tp1_price_before,tp1_price_after,tp1_hit_before,tp1_hit_after,pnl_ratio_before,pnl_ratio_after,close,high,low,ema10,ema30,ema30_1h,ema_cross,macd_cross,macd_zone,macd_hist,bb_break,bb_width_expand,event_side,event_entry_price,event_target_margin,event_quantity,event_stop_price,event_tp1_price,event_ema_macd_signal_bars_ago,event_ema_bb_signal_bars_ago,event_exit_price,event_net_pnl,event_hold_bars,event_tp1_reduced,event_runner_active,event_current_pnl_ratio,event_rank
2025-10-06T13:30:00,BTCUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,124565.8,124975.19,124421.48,124463.32279565881,124139.2272196993,123533.95461474195,NONE,NONE,ABOVE_ZERO,50.522605078149184,NONE,False,,,,,,,,,,,,,,,
2025-10-06T13:30:00,ETHUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,4605.77,4631.76,4579.33,4584.836082245884,4568.831662326138,4537.632372650718,NONE,NONE,ABOVE_ZERO,1.297469277244243,UPPER,True,,,,,,,,,,,,,,,
2025-10-06T13:45:00,BTCUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,125031.33,125079.85,124385.74,124566.59683281175,124196.78223778322,123533.95461474195,NONE,NONE,ABOVE_ZERO,66.02915176128721,UPPER,True,,,,,,,,,,,,,,,
2025-10-06T13:45:00,ETHUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,4637.87,4638.0,4596.01,4594.478612746632,4573.285748627678,4537.632372650718,NONE,NONE,ABOVE_ZERO,3.8770537769292197,UPPER,True,,,,,,,,,,,,,,,
2025-10-06T14:00:00,BTCUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,124970.47,125330.0,124874.12,124640.02831775506,124246.69757728108,123630.55947830698,NONE,NONE,ABOVE_ZERO,66.61406847511637,NONE,True,,,,,,,,,,,,,,,
2025-10-06T14:00:00,ETHUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,4641.44,4663.47,4630.01,4603.017046792699,4577.682797103312,4544.099316350672,NONE,NONE,ABOVE_ZERO,5.4183248156525465,UPPER,True,,,,,,,,,,,,,,,
2025-10-06T14:15:00,BTCUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,124851.03,125143.93,124532.75,124678.3922599814,124285.68676584361,123630.55947830698,NONE,NONE,ABOVE_ZERO,53.92546862041425,NONE,True,,,,,,,,,,,,,,,
2025-10-06T14:15:00,ETHUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,4661.36,4666.22,4635.0,4613.624856466753,4583.081326322454,4544.099316350672,NONE,NONE,ABOVE_ZERO,7.259074462990412,UPPER,True,,,,,,,,,,,,,,,
2025-10-06T14:30:00,BTCUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,124738.08,125060.0,124614.38,124689.24457634841,124314.87342611176,123630.55947830698,NONE,NONE,ABOVE_ZERO,33.87371268978407,NONE,False,,,,,,,,,,,,,,,
2025-10-06T14:30:00,ETHUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,4652.49,4676.55,4649.0,4620.69124620007,4587.559305269393,4544.099316350672,NONE,NONE,ABOVE_ZERO,7.337180921762613,NONE,True,,,,,,,,,,,,,,,
2025-10-06T14:45:00,BTCUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,124530.0,124899.45,124339.38,124660.29101701232,124328.75255991101,123630.55947830698,NONE,NONE,ABOVE_ZERO,4.109839956492209,NONE,False,,,,,,,,,,,,,,,
2025-10-06T14:45:00,ETHUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,4638.51,4658.23,4635.2,4623.931019618239,4590.846446864916,4544.099316350672,NONE,NONE,ABOVE_ZERO,5.96357112679414,NONE,True,,,,,,,,,,,,,,,
2025-10-06T15:00:00,BTCUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,124724.02,124743.79,124513.35,124671.87810482825,124354.25368507805,123688.58789906137,NONE,DEAD,ABOVE_ZERO,-4.529412578106303,NONE,False,,,,,,,,,,,,,,,
2025-10-06T15:00:00,ETHUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,4655.42,4656.7,4637.78,4629.6562887785585,4595.012482551051,4550.190328199016,NONE,NONE,ABOVE_ZERO,5.7097960540554595,NONE,True,,,,,,,,,,,,,,,
2025-10-06T15:15:00,BTCUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,125172.4,125408.29,124724.01,124762.88208576856,124407.03731829881,123688.58789906137,NONE,GOLDEN,ABOVE_ZERO,16.76770588562448,NONE,True,,,,,,,,,,,,,,,
2025-10-06T15:15:00,ETHUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,4690.95,4693.8,4655.41,4640.8005999097295,4601.201999805822,4550.190328199016,NONE,NONE,ABOVE_ZERO,7.346486119168183,UPPER,True,,,,,,,,,,,,,,,
2025-10-06T15:30:00,BTCUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,125077.35,125279.24,124975.31,124820.05807017427,124450.28329776341,123688.58789906137,NONE,NONE,ABOVE_ZERO,20.993281543618764,NONE,True,,,,,,,,,,,,,,,
