symbol,side,entry_price,exit_price,size,pnl,pnl_pct,entry_time,exit_time,bars_held,exit_reason,entry_score,max_profit_pct,max_drawdown_pct
UNIUSDT,long,3.908,4.037,2100.0,67.6393449334698,0.03300921187308086,2026-03-12 19:00:00,2026-03-13 03:00:00,8,take_profit,72,0.03838280450358237,0.006653019447287564
TRXUSDT,long,0.28969,0.28851,2120.291803480041,-10.33285993353787,-0.004073319755600865,2026-03-13 04:00:00,2026-03-13 10:00:00,6,stop_loss,71,0.00048327522524068306,0.005005350547136618
ICPUSDT,long,2.628,2.622,3000.0,-9.249315068493411,-0.002283105022831137,2026-03-12 17:00:00,2026-03-13 11:00:00,18,time_stop,70,0.041095890410958937,0.008751902587519076
TRXUSDT,long,0.29699,0.29592,3014.4171509794314,-13.271920776064432,-0.00360281490959278,2026-03-14 19:00:00,2026-03-15 05:00:00,10,time_stop,81,0.003400787905316714,0.0036701572443515944
BCHUSDT,long,465.55,463.29,2110.092005685602,-11.931458703569945,-0.004854473203737495,2026-03-15 04:00:00,2026-03-15 13:00:00,9,stop_loss,73,0.008484588121576606,0.01452045967135644
ICPUSDT,long,2.669,2.656,2377.4079730409317,-13.481657981854205,-0.004870738104158823,2026-03-15 05:00:00,2026-03-15 15:00:00,10,time_stop,71,0.011240164855751144,0.010865492693892812
LTCUSDT,long,55.26,54.97,2293.6337452232615,-13.87171094324238,-0.005247918928700673,2026-03-15 14:00:00,2026-03-15 16:00:00,2,trend_reversal,70,0.0,0.00542888165037997
XLMUSDT,long,0.16702,0.16981,2314.721516174006,36.81468806143181,0.016704586277092485,2026-03-15 15:00:00,2026-03-16 03:00:00,12,take_profit,72,0.027900850197581113,0.00604717997844576
TRXUSDT,long,0.29811,0.29645,2304.23367160581,-14.674314765487772,-0.005568414343698618,2026-03-15 21:00:00,2026-03-16 07:00:00,10,stop_loss,75,0.0023816711951963653,0.005970950320351561
BTCUSDT,long,73219.7,75283.9,3005.2922384467947,82.32056347830903,0.028191866396611802,2026-03-16 09:00:00,2026-03-17 00:00:00,15,take_profit,77,0.03097936757457355,0.004005752550201694
BNBUSDT,long,676.78,676.13,2103.7045669127565,-3.703425204541234,-0.0009604302727621641,2026-03-16 09:00:00,2026-03-17 03:00:00,18,time_stop,77,0.01450988504388435,0.009766837081474059
SOLUSDT,long,94.49,93.79,3028.877379928925,-24.86160508893852,-0.00740819134299914,2026-03-18 00:00:00,2026-03-18 10:00:00,10,time_stop,86,0.0120647687585988,0.011112287014498859
ADAUSDT,long,0.2882,0.2858,2120.214165950248,-19.35236147252641,-0.008327550312283181,2026-03-18 00:00:00,2026-03-18 11:00:00,11,time_stop,79,0.025329632199861115,0.01006245662734217
DOTUSDT,long,1.624,1.624,3015.6131899604857,-2.412490551968389,0.0,2026-03-18 11:00:00,2026-03-18 11:00:00,0,end_of_backtest,74,0.0,0.0
