symbol,side,entry_price,exit_price,size,pnl,pnl_pct,entry_time,exit_time,bars_held,exit_reason,entry_score,max_profit_pct,max_drawdown_pct
LTCUSDT,short,53.84,54.52,360.9375,-36.7579179049034,-0.10104011887072803,2026-02-16 13:45:00,2026-02-16 14:30:00,3,stop_loss,85,0.0009286775631501534,0.013001485884100961
SOLUSDT,short,84.94,82.95,375.0,69.98490699317148,0.18742641864845727,2026-02-16 13:15:00,2026-02-16 15:30:00,9,take_profit,90,0.028608429479632595,0.0023546032493525176
SOLUSDT,short,82.95,83.71,358.2680581868818,-26.546648126793208,-0.07329716696805216,2026-02-16 15:30:00,2026-02-16 16:00:00,2,stop_loss,90,0.0016877637130801755,0.01181434599156123
SOLUSDT,short,83.71,84.61,476.363411842836,-31.110542694010537,-0.06450842193286387,2026-02-16 16:00:00,2026-02-16 17:15:00,5,stop_loss,65,0.005256241787122181,0.012184924142874332
UNIUSDT,short,3.509,3.499,479.41210410475486,7.813884464987693,0.01709888857224244,2026-02-16 14:30:00,2026-02-16 17:15:00,11,macd_reversal,70,0.025648332858364167,0.005984611000284955
AVAXUSDT,short,9.159,9.145,474.80788470813553,3.9747625267663644,0.009171306911235586,2026-02-16 17:15:00,2026-02-16 18:15:00,4,macd_reversal,70,0.002183644502675112,0.0022928267278086055
APTUSDT,short,0.9093,0.9085,713.1431848518237,1.9391722348370068,0.0035191905861652827,2026-02-16 17:15:00,2026-02-16 18:15:00,4,macd_reversal,50,0.0038491147036181102,0.004618937644341781
ICPUSDT,short,2.359,2.384,480.73494784190143,-30.95272792278601,-0.06358626536668056,2026-02-16 18:45:00,2026-02-16 19:30:00,3,stop_loss,70,0.0021195421788893147,0.011021619330224587
INJUSDT,short,3.113,3.125,374.5986606560271,-11.851709581585737,-0.030838419530999063,2026-02-16 18:30:00,2026-02-16 19:45:00,5,macd_reversal,80,0.0028911018310311264,0.007709604882749766
ATOMUSDT,long,2.26,2.233,359.3904835843216,-34.636337366607535,-0.09557522123893697,2026-02-16 19:45:00,2026-02-16 20:00:00,1,stop_loss,80,0.008407079646017756,0.015486725663716682
ATOMUSDT,long,2.233,2.243,495.59284213115376,12.919947816697489,0.02686968204209526,2026-02-16 20:00:00,2026-02-16 21:00:00,4,macd_reversal,70,0.00895656068069862,0.004030452306314329
ATOMUSDT,long,2.276,2.28,372.1791296414915,4.935003685973863,0.014059753954305813,2026-02-16 21:45:00,2026-02-17 00:30:00,11,macd_reversal,80,0.018892794376098487,0.0030755711775042505
UNIUSDT,long,3.615,3.6,358.22241227993555,-12.177778337456761,-0.03319502074688824,2026-02-17 00:00:00,2026-02-17 01:30:00,6,macd_reversal,80,0.003596127247579502,0.007192254495159127
