symbol,side,entry_price,exit_price,size,pnl,pnl_pct,entry_time,exit_time,bars_held,exit_reason,entry_score,max_profit_pct,max_drawdown_pct
BCHUSDT,long,458.16,453.01,2100.0,-25.285290728130068,-0.01124061463244289,2026-03-12 12:00:00,2026-03-12 14:00:00,2,stop_loss,64,0.006526104417670578,0.013204993888597893
ATOMUSDT,long,1.826,1.825,3000.0,-4.04293537787532,-0.0005476451259584402,2026-03-12 09:00:00,2026-03-12 20:00:00,11,time_stop,56,0.006024096385542113,0.011500547645126029
NEARUSDT,long,1.316,1.382,2092.4144127815607,103.2647852202175,0.05015197568389045,2026-03-12 14:00:00,2026-03-13 00:00:00,10,take_profit,61,0.06610942249240119,0.0030395136778115527
ICPUSDT,long,2.682,2.622,3022.1809677342635,-70.02805725146406,-0.02237136465324387,2026-03-13 01:00:00,2026-03-13 11:00:00,10,stop_loss,57,0.008948545861297548,0.028337061894108898
DOGEUSDT,long,0.09646,0.10065,2115.5266774139845,90.20117992662149,0.043437694381090595,2026-03-13 05:00:00,2026-03-13 12:00:00,7,take_profit,62,0.05732946298984028,0.004561476259589569
XLMUSDT,long,0.16509,0.16345,2366.5145473346292,-25.402108952234006,-0.009933975407353413,2026-03-13 11:00:00,2026-03-13 15:00:00,4,stop_loss,55,0.018595917378399766,0.013628929674722724
NEARUSDT,long,1.347,1.331,2318.2785403364223,-29.39171017108339,-0.011878247958426144,2026-03-13 14:00:00,2026-03-13 22:00:00,8,trend_reversal,55,0.021529324424647302,0.01559020044543423
XLMUSDT,long,0.16345,0.16345,2325.128709750214,-1.8601029678001713,0.0,2026-03-13 15:00:00,2026-03-14 05:00:00,14,time_stop,71,0.019271948608136958,0.0096665646986846
ATOMUSDT,long,1.86,1.848,2314.2561458747514,-16.782089728794983,-0.006451612903225812,2026-03-13 23:00:00,2026-03-15 00:00:00,25,trend_reversal,56,0.015591397849462318,0.006989247311828022
BTCUSDT,long,71751.3,71575.3,2104.341470693586,-6.845248626505896,-0.002452917229374241,2026-03-15 09:00:00,2026-03-15 13:00:00,4,stop_loss,55,0.0017783649912962033,0.007403350183202215
LINKUSDT,long,9.19,9.479,2102.2878961056344,64.4292906814319,0.03144722524483131,2026-03-15 13:00:00,2026-03-15 22:00:00,9,take_profit,69,0.036887921653971756,0.008269858541893224
XLMUSDT,long,0.16578,0.1704,3006.202100990837,81.37265749267591,0.027868259138617353,2026-03-15 06:00:00,2026-03-15 22:00:00,16,take_profit,57,0.03251296899505355,0.002654119917963709
NEARUSDT,long,1.348,1.389,3047.8891108551184,90.26454742426814,0.030415430267062254,2026-03-15 23:00:00,2026-03-16 03:00:00,4,take_profit,77,0.043026706231453875,0.007418397626112766
XLMUSDT,long,0.16811,0.17178,2133.522377598583,44.86998969881789,0.021830944024745575,2026-03-16 00:00:00,2026-03-16 15:00:00,15,take_profit,60,0.04318600916066854,0.008208910832193326
UNIUSDT,long,4.011,4.005,2434.911761802824,-5.590280586409972,-0.001495886312640296,2026-03-16 04:00:00,2026-03-17 08:00:00,28,time_stop,55,0.04537521815008713,0.004238344552480654
BTCUSDT,long,73911.7,73890.1,2357.955943451197,-2.5754552286443246,-0.00029224060602030895,2026-03-16 17:00:00,2026-03-17 09:00:00,16,time_stop,57,0.02823910152249234,0.0026612836668619055
ATOMUSDT,long,1.943,2.009,2379.3656047807617,78.91901390605182,0.0339680905815748,2026-03-17 08:00:00,2026-03-18 09:00:00,25,take_profit,61,0.04117344312918171,0.007720020586721628
ETHUSDT,long,2314.67,2311.68,2372.1700698132995,-4.962012392754961,-0.0012917608125565356,2026-03-17 09:00:00,2026-03-18 10:00:00,25,time_stop,58,0.018140814889379384,0.005888528386335896
