symbol,side,entry_price,exit_price,size,pnl,pnl_pct,entry_time,exit_time,bars_held,exit_reason,entry_score,max_profit_pct,max_drawdown_pct
BCHUSDT,long,458.16,453.01,3000.0,-36.12184389732867,-0.01124061463244289,2026-03-12 12:00:00,2026-03-12 14:00:00,2,stop_loss,64,0.006526104417670578,0.013204993888597893
NEARUSDT,long,1.316,1.382,2989.1634468308016,147.5211217431679,0.05015197568389045,2026-03-12 14:00:00,2026-03-13 00:00:00,10,take_profit,61,0.06610942249240119,0.0030395136778115527
ICPUSDT,long,2.682,2.622,3033.419783353752,-70.2884759464538,-0.02237136465324387,2026-03-13 01:00:00,2026-03-13 11:00:00,10,stop_loss,57,0.008948545861297548,0.028337061894108898
BTCUSDT,long,71800.0,71020.1,3012.3332405698156,-35.130182669341394,-0.010862116991643373,2026-03-13 15:00:00,2026-03-13 18:00:00,3,stop_loss,60,0.0057813370473538414,0.013774373259052924
ATOMUSDT,long,1.865,1.863,3001.794185769013,-5.6205175853648255,-0.0010723860589812342,2026-03-14 05:00:00,2026-03-14 20:00:00,15,time_stop,64,0.01286863270777481,0.008042895442359197
ATOMUSDT,long,1.869,1.848,3000.1080304934035,-36.10916541870248,-0.011235955056179726,2026-03-14 23:00:00,2026-03-15 00:00:00,1,stop_loss,57,0.0,0.011771000535045489
XLMUSDT,long,0.16578,0.1704,2989.275280867793,80.9144779391926,0.027868259138617353,2026-03-15 06:00:00,2026-03-15 22:00:00,16,take_profit,57,0.03251296899505355,0.002654119917963709
NEARUSDT,long,1.348,1.389,3013.549624249551,89.24756875329425,0.030415430267062258,2026-03-15 23:00:00,2026-03-16 03:00:00,4,take_profit,77,0.043026706231453875,0.007418397626112766
LTCUSDT,long,57.38,58.65,3040.3238948755393,64.85967790905464,0.02213314743813168,2026-03-16 07:00:00,2026-03-16 21:00:00,14,take_profit,59,0.03171836876960614,0.0050540257929592046
BNBUSDT,long,679.7,672.8,3059.7817982482557,-33.509314930894085,-0.010151537442989687,2026-03-16 23:00:00,2026-03-17 09:00:00,10,time_stop,67,0.01015153744298952,0.01147565102251003
NEARUSDT,long,1.461,1.457,3049.7290037689872,-10.789486156523719,-0.0027378507871321034,2026-03-17 16:00:00,2026-03-18 02:00:00,10,time_stop,64,0.005475701574264207,0.009582477754962362
DOTUSDT,long,1.626,1.603,3046.4921579220304,-45.53025623076962,-0.01414514145141446,2026-03-18 05:00:00,2026-03-18 11:00:00,6,stop_loss,58,0.007995079950799584,0.020910209102090904
