symbol,side,entry_price,exit_price,size,pnl,pnl_pct,entry_time,exit_time,bars_held,exit_reason,entry_score,max_profit_pct,max_drawdown_pct
THETAUSDT,long,0.203,0.2019,969.8605315599435,-16.542094110705417,-0.01625615763546824,2026-02-09 23:30:00,2026-02-09 23:15:00,4,macd_reversal,62,0.0,0.007881773399014866
RUNEUSDT,short,0.415,0.4107,780.628868333316,31.72927168926815,0.04144578313252984,2026-02-09 22:00:00,2026-02-10 01:00:00,17,macd_reversal,79,0.016867469879518086,0.0
VETUSDT,short,0.0079,0.007766,968.2063221488729,48.49365538580598,0.05088607594936725,2026-02-10 00:45:00,2026-02-10 02:00:00,10,take_profit,71,0.01746835443037987,0.004683544303797321
STXUSDT,short,0.2609,0.2556,952.6215039362442,57.293410319221096,0.06094288999616741,2026-02-10 02:15:00,2026-02-10 02:15:00,5,take_profit,74,0.024530471444998148,0.0003832886163280528
VETUSDT,short,0.007766,0.00783,719.2720134720656,-24.285646228965685,-0.03296420293587423,2026-02-10 03:15:00,2026-02-10 02:45:00,3,stop_loss,88,0.0065670873036313025,0.008369817151686722
STXUSDT,short,0.2556,0.2587,741.0702310308207,-36.54462013154669,-0.04851330203442866,2026-02-10 03:30:00,2026-02-10 02:45:00,2,stop_loss,88,0.0003912363067292214,0.012519561815336387
VETUSDT,short,0.00783,0.007859,737.6139412467415,-11.517705097393382,-0.014814814814814566,2026-02-10 04:00:00,2026-02-10 03:45:00,4,macd_reversal,76,0.0028097062579821607,0.004853128991060005
FILUSDT,short,0.937,0.912,979.2728139287755,77.60021146567472,0.08004268943436506,2026-02-10 05:00:00,2026-02-10 05:30:00,7,take_profit,74,0.029882604055496288,0.0
STXUSDT,short,0.2587,0.2529,735.1323164706815,65.33794649363338,0.08967916505604905,2026-02-10 04:00:00,2026-02-10 05:30:00,11,take_profit,78,0.028604561267877707,0.0015461925009664147
FILUSDT,short,0.912,0.916,740.2746263065071,-13.579493846773413,-0.017543859649122823,2026-02-10 06:45:00,2026-02-10 05:45:00,1,stop_loss,88,0.0,0.009868421052631587
STXUSDT,short,0.2529,0.2536,744.7892990558427,-8.841818142907368,-0.011071569790430658,2026-02-10 06:45:00,2026-02-10 07:45:00,9,macd_reversal,88,0.003558718861210011,0.006326611308817676
FILUSDT,short,0.916,0.918,743.4322365611345,-7.087603750481529,-0.00873362445414848,2026-02-10 07:00:00,2026-02-10 08:00:00,9,macd_reversal,88,0.00436681222707424,0.007641921397379919
MINAUSDT,long,0.0659,0.0648,984.3192970629261,-50.07810309027048,-0.050075872534142814,2026-02-10 10:00:00,2026-02-10 09:15:00,2,stop_loss,62,0.0015174506828528507,0.016691957511380938
DOTUSDT,short,1.272,1.273,734.4836150654243,-2.897283794773545,-0.003144654088049968,2026-02-10 10:45:00,2026-02-10 10:30:00,4,macd_reversal,78,0.002358490566037825,0.004716981132075476
XRPUSDT,short,1.4197,1.4138,798.0967273483185,12.628468286516338,0.016623230259914114,2026-02-10 10:00:00,2026-02-10 12:30:00,15,macd_reversal,81,0.012256110445868747,0.0020426850743115624
ARBUSDT,long,0.1087,0.1104,979.0217583744217,45.1506461416862,0.04691812327506881,2026-02-10 12:00:00,2026-02-10 13:00:00,9,take_profit,60,0.02115915363385461,0.0027598896044159025
ARBUSDT,long,0.1104,0.1103,992.4449348945392,-3.490817184042174,-0.002717391304347904,2026-02-10 14:15:00,2026-02-10 13:15:00,1,stop_loss,72,0.007246376811594159,0.009963768115942063
BCHUSDT,short,522.24,513.76,721.6440765753473,46.29417500650135,0.064950980392157,2026-02-10 13:45:00,2026-02-10 13:30:00,4,take_profit,78,0.020622702205882318,0.00026807598039213076
ARBUSDT,long,0.1103,0.11,992.0958531761348,-8.888747107368703,-0.008159564823209287,2026-02-10 14:30:00,2026-02-10 13:30:00,1,stop_loss,72,0.0018132366273799251,0.00997280145058921
ARBUSDT,long,0.11,0.1103,971.0327943219122,7.167987536267067,0.008181818181818038,2026-02-10 14:45:00,2026-02-10 16:00:00,10,macd_reversal,63,0.019090909090909134,0.00454545454545455
ATOMUSDT,long,1.919,1.912,969.6800930167063,-11.387146864070049,-0.01094319958311639,2026-02-10 14:45:00,2026-02-10 17:00:00,14,macd_reversal,72,0.01302761855132877,0.004689942678478436
RUNEUSDT,long,0.4015,0.3972,971.7495930755389,-31.99924214189387,-0.032129514321295335,2026-02-10 17:15:00,2026-02-10 17:00:00,4,stop_loss,62,0.004483188044831801,0.011706102117061114
ICPUSDT,long,2.362,2.353,1455.6058925748728,-12.257162980930097,-0.00762066045723954,2026-02-10 18:15:00,2026-02-10 18:00:00,4,macd_reversal,58,0.0025402201524131174,0.008890770533446193
RUNEUSDT,long,0.3972,0.397,1378.2275613286888,-2.4905252125357986,-0.0010070493454178147,2026-02-10 18:15:00,2026-02-10 18:00:00,4,macd_reversal,54,0.003021148036253723,0.0042799597180261315
MINAUSDT,short,0.0651,0.066,993.5044078288424,-42.00005546386474,-0.04147465437788009,2026-02-10 19:15:00,2026-02-10 18:15:00,1,stop_loss,67,0.0,0.013824884792626696
MINAUSDT,short,0.066,0.0662,1483.956603423684,-10.180841667124545,-0.006060606060605813,2026-02-10 19:30:00,2026-02-10 19:15:00,4,macd_reversal,55,0.007575757575757582,0.0045454545454544654
VETUSDT,short,0.007692,0.007683,693.9978682842384,2.6928416505407697,0.00468018720748847,2026-02-10 19:15:00,2026-02-10 21:30:00,14,macd_reversal,83,0.007020280811232479,0.007540301612064469
FETUSDT,long,0.1569,0.1569,988.2863181157436,-0.7906290544925949,0.0,2026-02-10 20:30:00,2026-02-11 01:30:00,25,macd_reversal,65,0.011472275334608005,0.008285532186105948
VETUSDT,long,0.007683,0.007661,1438.6901359464707,-9.390229211665302,-0.005726929584797463,2026-02-10 22:45:00,2026-02-11 02:00:00,18,stop_loss,55,0.008850709358323617,0.009371339320577902
VETUSDT,short,0.007661,0.007705,741.2900661276909,-17.623060983651783,-0.022973502153765705,2026-02-11 03:15:00,2026-02-11 02:15:00,1,stop_loss,88,0.0005221250489492927,0.008092938258712903
VETUSDT,short,0.007705,0.007581,739.9683365539171,47.04258664558397,0.06437378325762491,2026-02-11 03:30:00,2026-02-11 03:15:00,4,take_profit,76,0.018170019467878048,0.0
TRXUSDT,short,0.27684,0.27551,685.5054844568439,12.624869623814398,0.01921687617396327,2026-02-11 03:00:00,2026-02-11 03:30:00,7,take_profit,78,0.005815633578962579,0.0006501950585176041
VETUSDT,short,0.007581,0.007504,743.4965305523359,29.61189469088842,0.04062788550323167,2026-02-11 04:30:00,2026-02-11 05:00:00,7,take_profit,88,0.019654399155784173,0.005672074924152439
TRXUSDT,short,0.27551,0.2744,740.0940673169601,11.334960639171378,0.016115567493012958,2026-02-11 04:45:00,2026-02-11 05:45:00,9,take_profit,88,0.0050088925991796755,0.0007622227868318519
DOTUSDT,short,1.243,1.235,743.2345604460326,18.53936724647267,0.02574416733708771,2026-02-11 07:00:00,2026-02-11 08:15:00,10,macd_reversal,78,0.00884955752212399,0.0008045052292839017
OPUSDT,short,0.1785,0.176,742.5701441614299,41.00651218503111,0.056022408963585485,2026-02-11 06:15:00,2026-02-11 08:15:00,13,macd_reversal,84,0.015126050420167956,0.0016806722689075334
STXUSDT,long,0.2475,0.2512,1071.1910162873367,47.18434125076559,0.044848484848484624,2026-02-11 10:00:00,2026-02-11 12:15:00,14,take_profit,63,0.02020202020202022,0.004040404040404044
MINAUSDT,long,0.065,0.0647,979.5022589465528,-14.345940777186824,-0.013846153846154244,2026-02-11 13:30:00,2026-02-11 12:30:00,1,stop_loss,72,0.0,0.012307692307692446
SOLUSDT,long,80.81,82.82,964.071914658603,71.16728528959905,0.07461947778740222,2026-02-11 11:00:00,2026-02-11 12:45:00,12,take_profit,67,0.028709318153693764,0.002846182403167974
TRXUSDT,long,0.27581,0.27545,983.784818376771,-4.639272529829194,-0.0039157390957546175,2026-02-11 14:00:00,2026-02-11 13:15:00,2,stop_loss,72,0.00025379790435449943,0.0019216127043978643
TRXUSDT,long,0.27545,0.27502,983.3208911237881,-5.3917899477861075,-0.004683245598112028,2026-02-11 14:30:00,2026-02-11 13:30:00,1,stop_loss,68,0.0006171719005264241,0.0021782537665637667
MINAUSDT,long,0.0647,0.0639,978.0676648688341,-37.06317122131064,-0.03709428129829963,2026-02-11 13:45:00,2026-02-11 13:30:00,4,stop_loss,63,0.018547140649150026,0.01545595054095807
TRXUSDT,long,0.27502,0.27452,982.7817121290094,-6.1464630549388835,-0.005454148789178975,2026-02-11 14:45:00,2026-02-11 13:45:00,1,stop_loss,63,0.00018180495963927894,0.0024725474510945166
MINAUSDT,long,0.0639,0.0633,978.6039902808608,-28.3491927776012,-0.0281690140845072,2026-02-11 14:45:00,2026-02-11 13:45:00,1,stop_loss,63,0.004694835680751091,0.017214397496087695
TRXUSDT,long,0.27452,0.27609,978.4071161601818,16.004020325993984,0.017157219874690544,2026-02-11 15:00:00,2026-02-11 14:45:00,4,take_profit,68,0.006119772694157128,0.0004371266210112523
ENSUSDT,long,5.447,5.553,975.5918842944894,56.17532219765845,0.05838076005140437,2026-02-11 15:00:00,2026-02-11 14:45:00,4,macd_reversal,68,0.020928951716541192,0.004589682393978402
THETAUSDT,long,0.1992,0.1957,982.9031492115072,-52.59597646877059,-0.05271084337349361,2026-02-11 16:00:00,2026-02-11 15:15:00,2,stop_loss,65,0.004518072289156686,0.01757028112449787
TRXUSDT,long,0.27609,0.2752,977.4738095136581,-10.234893211113672,-0.009670759534934282,2026-02-11 16:00:00,2026-02-11 15:30:00,3,stop_loss,72,0.0011228222681008981,0.0032235865116447605
TRXUSDT,long,0.2752,0.27681,1611.5511647923265,17.566844644587984,0.01170058139534884,2026-02-11 16:45:00,2026-02-11 17:30:00,8,take_profit,58,0.006213662790697636,0.00025436046511633176
MINAUSDT,long,0.0655,0.0661,1369.8184900734775,24.000056476463083,0.018320610687023002,2026-02-11 16:45:00,2026-02-11 18:15:00,11,macd_reversal,58,0.03664122137404579,0.004580152671755856
TRXUSDT,long,0.27681,0.27734,1408.713417977993,4.2674739137755555,0.0038293414255263533,2026-02-11 18:45:00,2026-02-11 21:45:00,17,macd_reversal,58,0.004696362125645834,0.0010837758751491003
ENSUSDT,long,5.595,5.566,937.6527915091901,-15.33024606900705,-0.015549597855227838,2026-02-11 19:30:00,2026-02-11 21:45:00,14,macd_reversal,62,0.020732797140303943,0.0112600536193029
THETAUSDT,long,0.2031,0.205,978.8992959367215,26.689682074029893,0.02806499261447541,2026-02-11 23:00:00,2026-02-11 22:45:00,4,macd_reversal,68,0.010339734121122554,0.004431314623338315
UNIUSDT,short,3.444,3.413,985.1856015474478,25.815295462987667,0.027003484320557613,2026-02-11 23:00:00,2026-02-12 00:30:00,11,macd_reversal,62,0.031068524970963927,0.004355400696864148
NEARUSDT,long,0.971,0.976,1476.7672911461332,14.027312131512904,0.010298661174047383,2026-02-12 01:45:00,2026-02-12 03:15:00,11,macd_reversal,58,0.008238928939237907,0.002059732234809477
SOLUSDT,long,79.74,80.15,981.5682641441244,14.355565114008314,0.015425131677953754,2026-02-12 00:15:00,2026-02-12 04:00:00,20,macd_reversal,65,0.014923501379483471,0.004640080260847635
ATOMUSDT,long,1.971,1.964,739.4356939829299,-11.095962269809572,-0.014205986808726772,2026-02-12 04:30:00,2026-02-12 04:15:00,4,macd_reversal,84,0.0015220700152206452,0.0060882800608828055
VETUSDT,long,0.007787,0.007938,758.6723041285701,58.23961046717091,0.07756517272377088,2026-02-12 05:15:00,2026-02-12 05:15:00,5,take_profit,83,0.021317580583023032,0.001027353281109455
ICPUSDT,long,2.368,2.418,756.3973611974113,63.27979437433729,0.08445945945945992,2026-02-12 05:30:00,2026-02-12 06:30:00,9,take_profit,81,0.02153716216216223,0.0008445945945945016
ICPUSDT,long,2.418,2.393,765.3415429174958,-32.264115373188694,-0.04135649296939678,2026-02-12 07:45:00,2026-02-12 07:00:00,2,stop_loss,83,0.003308519437551698,0.011166253101737028
ICPUSDT,long,2.393,2.409,762.9217342645065,19.793754126557666,0.026744671959883018,2026-02-12 08:15:00,2026-02-12 08:00:00,4,macd_reversal,84,0.007939824488090318,0.004596740493104754
VETUSDT,long,0.007938,0.00804,760.9359527022862,38.502093855944956,0.05139833711262265,2026-02-12 06:30:00,2026-02-12 08:15:00,12,take_profit,83,0.02015621063240094,0.0049130763416478755
XRPUSDT,long,1.3951,1.3917,997.2313236446212,-8.088846274008052,-0.007311303849186589,2026-02-12 09:45:00,2026-02-12 11:30:00,12,macd_reversal,72,0.008888251738226627,0.005089240914629852
RUNEUSDT,long,0.3929,0.3949,1019.2083544319979,14.74902661396477,0.015271061338762633,2026-02-12 09:15:00,2026-02-12 11:45:00,15,macd_reversal,65,0.013489437515907282,0.0007635530669382094
STXUSDT,short,0.2615,0.2633,950.3548112692337,-20.385201557825223,-0.02065009560229409,2026-02-12 13:00:00,2026-02-12 12:30:00,3,stop_loss,67,0.004971319311663569,0.009177820267686475
TRXUSDT,short,0.27811,0.27792,1494.6336585258307,0.8465094272834159,0.0013663658264717088,2026-02-12 12:45:00,2026-02-12 12:45:00,5,stop_loss,49,0.0008270108949696449,0.0018697637625398758
TRXUSDT,short,0.27792,0.27666,752.274509098063,13.040464236468626,0.018134715025906495,2026-02-12 14:00:00,2026-02-12 14:45:00,8,take_profit,75,0.005253310305123837,0.0014392630972942266
STXUSDT,short,0.2633,0.2573,948.3162911134513,64.07117317311813,0.06836308393467534,2026-02-12 13:45:00,2026-02-12 14:45:00,9,take_profit,68,0.026205848841625377,0.005317128750474791
ALGOUSDT,short,0.0894,0.0901,1005.1417991276147,-24.414826841628823,-0.02348993288590625,2026-02-12 16:00:00,2026-02-12 16:15:00,6,stop_loss,72,0.003355704697986518,0.01230425055928416
DOTUSDT,short,1.258,1.263,1004.3367252210642,-12.778867534640797,-0.011923688394276377,2026-02-12 16:00:00,2026-02-12 17:45:00,12,macd_reversal,72,0.008744038155802781,0.008744038155802781
VETUSDT,short,0.007825,0.007908,1502.3791058516233,-33.073460035015955,-0.021214057507987154,2026-02-12 19:00:00,2026-02-12 18:15:00,2,stop_loss,49,0.0007667731629393988,0.019552715654952122
SOLUSDT,short,77.86,77.57,1002.7003164434518,10.401914692977037,0.011173901875160786,2026-02-12 17:45:00,2026-02-12 18:30:00,8,macd_reversal,74,0.012329822758797761,0.00937580272283591
TRXUSDT,long,0.27815,0.27974,768.5385325016788,16.958079714033232,0.022865360417040882,2026-02-12 20:00:00,2026-02-12 21:00:00,9,take_profit,88,0.006003954700701078,0.0006830846665469117
AAVEUSDT,long,110.87,113.09,748.7090434231856,59.36798780808534,0.08009380355371151,2026-02-12 19:30:00,2026-02-13 00:00:00,23,macd_reversal,93,0.042031207720754006,0.016054839000631378
TRXUSDT,long,0.27974,0.28038,769.8103884802312,6.428959705622058,0.009151354829484943,2026-02-12 22:15:00,2026-02-13 00:15:00,13,macd_reversal,88,0.002609566025595226,0.0007864445556588188
LTCUSDT,long,53.11,53.12,1004.8403988424561,-0.2362727716202333,0.0005648653737524766,2026-02-13 01:30:00,2026-02-13 01:30:00,5,macd_reversal,74,0.0032009037845980364,0.005460365279608344
RUNEUSDT,long,0.389,0.3903,1030.2405155820788,9.504697075374974,0.010025706940873787,2026-02-13 01:15:00,2026-02-13 02:00:00,8,macd_reversal,74,0.005141388174807203,0.0005141388174808058
BCHUSDT,long,511.67,510.97,1004.816771565294,-4.9278302388112145,-0.004104207790177196,2026-02-13 02:45:00,2026-02-13 04:00:00,10,macd_reversal,72,0.003928313170598108,0.004045576250317574
RUNEUSDT,short,0.3903,0.3843,1512.4644235117648,45.29162487969224,0.030745580322828623,2026-02-13 03:15:00,2026-02-13 04:30:00,10,take_profit,55,0.016141429669484942,0.0030745580322829474
