timestamp,equity,positions
2026-02-06 23:00:00,10000.0,0
2026-02-07 00:00:00,10000.0,0
2026-02-07 01:00:00,10000.0,0
2026-02-07 02:00:00,10000.0,0
2026-02-07 03:00:00,10000.0,0
2026-02-07 04:00:00,10000.0,0
2026-02-07 05:00:00,10000.0,0
2026-02-07 06:00:00,10000.0,0
2026-02-07 07:00:00,10000.0,0
2026-02-07 08:00:00,10047.891112703703,2
2026-02-07 09:00:00,10000.0,2
2026-02-07 10:00:00,10039.887840581681,2
2026-02-07 11:00:00,9985.268657403365,2
2026-02-07 12:00:00,10024.034552533762,2
2026-02-07 13:00:00,10043.874673453947,2
2026-02-07 14:00:00,10041.473963609997,2
2026-02-07 15:00:00,10049.634734739395,2
2026-02-07 16:00:00,10048.890111623063,2
2026-02-07 17:00:00,10014.202671039575,2
2026-02-07 18:00:00,10036.675857175504,2
2026-02-07 19:00:00,10038.056719404323,2
2026-02-07 20:00:00,10034.127787028256,2
2026-02-07 21:00:00,10042.68952696913,2
2026-02-07 22:00:00,10062.875055526147,2
2026-02-07 23:00:00,10076.29040301672,2
2026-02-08 00:00:00,10069.122501984168,2
2026-02-08 01:00:00,10098.544678682634,2
2026-02-08 02:00:00,10080.847869288162,2
2026-02-08 03:00:00,10090.279487555523,2
2026-02-08 04:00:00,10126.26979175137,2
2026-02-08 05:00:00,10110.658948012411,1
2026-02-08 06:00:00,10100.42376284501,2
2026-02-08 07:00:00,10105.694142013152,1
2026-02-08 08:00:00,10075.364621579634,2
2026-02-08 09:00:00,10180.936439813515,1
2026-02-08 10:00:00,10163.739641274098,2
2026-02-08 11:00:00,10162.024015969884,2
2026-02-08 12:00:00,10181.461285830997,2
2026-02-08 13:00:00,10186.458192048374,2
2026-02-08 14:00:00,10189.73982593968,2
2026-02-08 15:00:00,10136.925842877936,2
2026-02-08 16:00:00,10177.035405100456,1
2026-02-08 17:00:00,10248.772640476484,2
2026-02-08 18:00:00,10175.67780376774,2
2026-02-08 19:00:00,10137.924936843629,2
2026-02-08 20:00:00,10149.44752366827,2
2026-02-08 21:00:00,10159.568855063866,2
2026-02-08 22:00:00,10154.551703806192,2
2026-02-08 23:00:00,10129.09162543856,2
2026-02-09 00:00:00,10152.410529952867,2
2026-02-09 01:00:00,10144.52611080408,2
2026-02-09 02:00:00,10103.966132419786,2
2026-02-09 03:00:00,10141.150616296796,2
2026-02-09 04:00:00,10168.051029195845,2
2026-02-09 05:00:00,10142.150622976218,2
2026-02-09 06:00:00,10099.10393153784,2
2026-02-09 07:00:00,10119.512354337912,2
2026-02-09 08:00:00,10165.065330468304,2
2026-02-09 09:00:00,10281.666657459744,1
2026-02-09 10:00:00,10294.731778455585,2
2026-02-09 11:00:00,10317.799592888234,1
2026-02-09 12:00:00,10265.398782762155,2
2026-02-09 13:00:00,10290.780854872295,2
2026-02-09 14:00:00,10267.73428869345,2
2026-02-09 15:00:00,10351.25756411111,2
2026-02-09 16:00:00,10366.767666437932,2
2026-02-09 17:00:00,10369.940838831611,2
2026-02-09 18:00:00,10411.008305527168,2
2026-02-09 19:00:00,10408.118479899143,2
2026-02-09 20:00:00,10408.384911110874,0
2026-02-09 21:00:00,10402.365604174327,2
2026-02-09 22:00:00,10408.384911110874,2
2026-02-09 23:00:00,10487.868407511425,2
2026-02-10 00:00:00,10481.690158724872,2
2026-02-10 01:00:00,10502.410945781141,2
2026-02-10 02:00:00,10494.785675080606,2
2026-02-10 03:00:00,10552.264405207274,2
2026-02-10 04:00:00,10537.26649132445,2
2026-02-10 05:00:00,10542.636984732715,2
2026-02-10 06:00:00,10597.660873752768,2
2026-02-10 07:00:00,10651.32912936835,2
2026-02-10 08:00:00,10641.289697977576,0
2026-02-10 09:00:00,10619.477939844792,2
2026-02-10 10:00:00,10579.663110373698,2
2026-02-10 11:00:00,10611.040043739235,2
2026-02-10 12:00:00,10620.244926091042,2
2026-02-10 13:00:00,10595.237671052866,2
2026-02-10 14:00:00,10659.93590499021,2
2026-02-10 15:00:00,10681.523950920064,2
2026-02-10 16:00:00,10724.09285765902,2
2026-02-10 17:00:00,10663.44854056836,2
2026-02-10 18:00:00,10556.078081837866,2
2026-02-10 19:00:00,10619.241545108634,2
2026-02-10 20:00:00,10551.573828493687,2
2026-02-10 21:00:00,10572.635676375216,2
2026-02-10 22:00:00,10570.088561319304,2
2026-02-10 23:00:00,10576.523618699775,2
2026-02-11 00:00:00,10582.209650889075,2
2026-02-11 01:00:00,10613.482140275395,2
2026-02-11 02:00:00,10539.54153325014,2
2026-02-11 03:00:00,10570.573306555527,2
2026-02-11 04:00:00,10577.289776710262,2
2026-02-11 05:00:00,10602.809061091213,2
2026-02-11 06:00:00,10666.612766400158,2
2026-02-11 07:00:00,10685.644738082156,2
2026-02-11 08:00:00,10691.675090593206,2
2026-02-11 09:00:00,10722.297469697976,1
2026-02-11 10:00:00,10706.541614901631,2
2026-02-11 11:00:00,10731.386363169506,2
2026-02-11 12:00:00,10749.02323827577,2
2026-02-11 13:00:00,10778.08623953008,2
2026-02-11 14:00:00,10923.284828281921,2
2026-02-11 15:00:00,10739.500558071968,2
2026-02-11 16:00:00,10783.376545507273,2
2026-02-11 17:00:00,10749.262506354376,2
2026-02-11 18:00:00,10760.233047772359,2
2026-02-11 19:00:00,10779.652188166672,2
2026-02-11 20:00:00,10779.73552919643,2
2026-02-11 21:00:00,10799.87063275833,2
2026-02-11 22:00:00,10760.09465337319,2
2026-02-11 23:00:00,10785.72742326338,2
2026-02-12 00:00:00,10829.796524519394,2
2026-02-12 01:00:00,10848.840835610701,2
2026-02-12 02:00:00,10836.285033887261,2
2026-02-12 03:00:00,10867.091306768018,2
2026-02-12 04:00:00,10848.168032231224,2
2026-02-12 05:00:00,10804.929655484613,2
2026-02-12 06:00:00,10883.671074144766,2
2026-02-12 07:00:00,10922.248188695477,2
2026-02-12 08:00:00,10985.149043452215,2
2026-02-12 09:00:00,10953.980247941221,2
2026-02-12 10:00:00,10997.349586983317,2
2026-02-12 11:00:00,11010.492858054935,2
2026-02-12 12:00:00,10962.003207769518,2
2026-02-12 13:00:00,10997.550666479452,2
2026-02-12 14:00:00,10987.287055915107,2
2026-02-12 15:00:00,10926.023464944508,2
2026-02-12 16:00:00,11055.754716497227,2
2026-02-12 17:00:00,11039.220828212869,2
2026-02-12 18:00:00,11003.481709294007,2
2026-02-12 19:00:00,10929.855448147779,2
2026-02-12 20:00:00,10976.44073460287,2
2026-02-12 21:00:00,10962.471860750018,2
2026-02-12 22:00:00,10994.979011679343,2
2026-02-12 23:00:00,11067.442481517715,2
2026-02-13 00:00:00,11089.843341433396,2
2026-02-13 01:00:00,11079.66541735125,2
2026-02-13 02:00:00,11068.50790408352,2
2026-02-13 03:00:00,11088.906379996404,2
2026-02-13 04:00:00,11101.24921047288,2
2026-02-13 05:00:00,11091.727215109991,2
2026-02-13 06:00:00,11058.11168539675,2
2026-02-13 07:00:00,11133.542666347155,2
2026-02-13 08:00:00,11122.08528039744,2
2026-02-13 09:00:00,11169.928400929573,2
