symbol,side,entry_price,exit_price,size,pnl,pnl_pct,entry_time,exit_time,bars_held,exit_reason,entry_score,max_profit_pct,max_drawdown_pct
BCHUSDT,long,458.16,453.01,500.0,-34.12184389732867,-0.06744368779465734,2026-03-12 12:00:00,2026-03-12 14:00:00,2,stop_loss,64,0.006526104417670578,0.013204993888597893
NEARUSDT,long,1.318,1.382,475.0,138.01150227617566,0.29135053110773823,2026-03-12 12:00:00,2026-03-13 00:00:00,12,take_profit,56,0.06449165402124428,0.012139605462822469
ICPUSDT,long,2.682,2.622,505.1944829189424,-68.21549557545501,-0.13422818791946323,2026-03-13 01:00:00,2026-03-13 11:00:00,10,stop_loss,57,0.008948545861297548,0.028337061894108898
DOGEUSDT,long,0.09646,0.10065,479.93475877299534,124.69960843964445,0.26062616628654356,2026-03-13 05:00:00,2026-03-13 12:00:00,7,take_profit,62,0.05732946298984028,0.004561476259589569
BTCUSDT,long,71800.0,71020.1,381.014016421614,-33.413761787757295,-0.08689693593314698,2026-03-13 15:00:00,2026-03-13 18:00:00,3,stop_loss,60,0.0057813370473538414,0.013774373259052924
ETHUSDT,long,2127.0,2088.0,366.72599080580346,-54.086756030731465,-0.1466854724964739,2026-03-13 15:00:00,2026-03-13 22:00:00,7,stop_loss,62,0.007442407146215292,0.02349318288669478
ATOMUSDT,long,1.854,1.848,732.0175513987109,-10.061569399031093,-0.012944983818770238,2026-03-13 18:00:00,2026-03-15 00:00:00,30,time_stop,74,0.018878101402373202,0.006472491909385119
BTCUSDT,long,71751.3,71575.3,363.20460922029605,-7.4178504373330565,-0.01962333783499393,2026-03-15 09:00:00,2026-03-15 13:00:00,4,stop_loss,55,0.0017783649912962033,0.007403350183202215
LINKUSDT,long,9.19,9.479,362.92643982889604,91.01389485296897,0.2515778019586505,2026-03-15 13:00:00,2026-03-15 22:00:00,9,take_profit,69,0.036887921653971756,0.008269858541893224
XLMUSDT,long,0.16578,0.1704,377.35543815095696,83.82802875153813,0.22294607310893882,2026-03-15 06:00:00,2026-03-15 22:00:00,16,take_profit,57,0.03251296899505355,0.002654119917963709
NEARUSDT,long,1.348,1.389,383.633840894726,93.04019961383457,0.24332344213649806,2026-03-15 23:00:00,2026-03-16 03:00:00,4,take_profit,77,0.043026706231453875,0.007418397626112766
XLMUSDT,long,0.16811,0.17178,369.24757186117375,64.19278652310709,0.1746475521979646,2026-03-16 00:00:00,2026-03-16 15:00:00,15,take_profit,60,0.04318600916066854,0.008208910832193326
UNIUSDT,long,4.011,4.005,497.70141924726767,-4.865189580399638,-0.008975317875841776,2026-03-16 04:00:00,2026-03-17 08:00:00,28,time_stop,55,0.04537521815008713,0.004238344552480654
BTCUSDT,long,73911.7,73890.1,741.7325493061776,-1.460443518301846,-0.0011689624240812358,2026-03-16 17:00:00,2026-03-17 09:00:00,16,time_stop,57,0.02823910152249234,0.0026612836668619055
TRXUSDT,long,0.30412,0.30827,480.12786884818064,38.926643247206286,0.08187557543075076,2026-03-17 16:00:00,2026-03-18 00:00:00,8,take_profit,64,0.015553071156122622,0.0011508615020387248
ETHUSDT,long,2314.63,2311.68,778.5857332673199,-4.592104124283041,-0.005098007024881338,2026-03-17 12:00:00,2026-03-18 10:00:00,22,time_stop,62,0.01815840976743572,0.005024561160963138
DOTUSDT,long,1.626,1.603,482.07420101054095,-41.29970594103869,-0.08487084870848675,2026-03-18 05:00:00,2026-03-18 11:00:00,6,stop_loss,58,0.007995079950799584,0.020910209102090904
