symbol,side,entry_price,exit_price,size,pnl,pnl_pct,entry_time,exit_time,bars_held,exit_reason,entry_score,max_profit_pct,max_drawdown_pct
TRXUSDT,long,0.28952,0.28938,3000.0,-3.850676982591601,-0.0004835589941972004,2026-03-12 04:00:00,2026-03-12 14:00:00,10,time_stop,66,0.002659574468085082,0.0039375518098921465
NEARUSDT,long,1.316,1.367,2368.844796905222,89.90666021275408,0.038753799392097214,2026-03-12 14:00:00,2026-03-12 23:00:00,9,take_profit,61,0.04103343465045596,0.0030395136778115527
BNBUSDT,long,647.53,658.96,2100.0,35.388552808364295,0.017651691813506808,2026-03-12 08:00:00,2026-03-13 00:00:00,16,take_profit,55,0.02554321807483835,0.003042330085092625
TRXUSDT,long,0.29011,0.28924,3036.433360811558,-11.534992829444121,-0.002998862500430809,2026-03-13 00:00:00,2026-03-13 06:00:00,6,stop_loss,66,0.0017924235634759935,0.0037227258626037363
TRXUSDT,long,0.28924,0.28851,2395.321857192298,-7.961704020639739,-0.002523855621629126,2026-03-13 06:00:00,2026-03-13 10:00:00,4,stop_loss,59,0.0016940948693126485,0.0034573364679850675
ICPUSDT,long,2.682,2.622,2125.5033525680906,-49.2508132540476,-0.02237136465324387,2026-03-13 01:00:00,2026-03-13 11:00:00,10,stop_loss,57,0.008948545861297548,0.028337061894108898
DOTUSDT,long,1.521,1.505,2392.933345986106,-27.086558074407378,-0.01051939513477976,2026-03-13 10:00:00,2026-03-13 15:00:00,5,stop_loss,55,0.01775147928994092,0.015121630506245832
XLMUSDT,long,0.16509,0.16242,2297.929103984487,-39.00274274795548,-0.016172996547337684,2026-03-13 11:00:00,2026-03-13 17:00:00,6,stop_loss,55,0.018595917378399766,0.01950451269004769
LINKUSDT,long,9.26,9.061,2318.3044091626502,-51.67565620803931,-0.02149028077753778,2026-03-13 15:00:00,2026-03-13 22:00:00,7,stop_loss,63,0.007235421166306714,0.026565874730021647
SOLUSDT,long,88.77,87.89,2300.4909947848146,-24.645755817238538,-0.009913258983890904,2026-03-13 18:00:00,2026-03-14 00:00:00,6,trend_reversal,55,0.003604821448687703,0.012278923059592084
LTCUSDT,long,55.28,54.78,2290.3323222357535,-22.54800683314817,-0.009044862518089725,2026-03-13 23:00:00,2026-03-14 06:00:00,7,trend_reversal,57,0.009225759768451483,0.01248191027496378
ICPUSDT,long,2.629,2.616,2280.525632699492,-13.10126844267278,-0.0049448459490300115,2026-03-14 06:00:00,2026-03-14 07:00:00,1,trend_reversal,57,0.006085964244960066,0.005705591479650105
TRXUSDT,long,0.29316,0.29714,2285.9861972553,29.206226273046433,0.013576204120616862,2026-03-14 00:00:00,2026-03-14 12:00:00,12,take_profit,55,0.016100422977213816,0.0006139991813342815
ATOMUSDT,long,1.868,1.868,2288.1744035751867,-1.8305395228601495,0.0,2026-03-14 12:00:00,2026-03-14 22:00:00,10,time_stop,64,0.011241970021413226,0.005888650963597495
ATOMUSDT,long,1.868,1.848,2287.625241718328,-26.3228758006373,-0.010706638115631701,2026-03-14 22:00:00,2026-03-15 00:00:00,2,stop_loss,56,0.003747323340471036,0.011241970021413345
XLMUSDT,long,0.16325,0.16796,2276.59525216669,63.86180886843566,0.02885145482388969,2026-03-14 07:00:00,2026-03-15 02:00:00,19,take_profit,62,0.03160796324655435,0.006431852986217429
BTCUSDT,long,70960.8,71751.3,2279.728378978137,23.57228503537479,0.011139953326343557,2026-03-15 01:00:00,2026-03-15 09:00:00,8,take_profit,63,0.01320588268452429,0.0
BTCUSDT,long,71751.3,71575.3,2299.553087720717,-7.480255858907456,-0.002452917229374241,2026-03-15 09:00:00,2026-03-15 13:00:00,4,stop_loss,55,0.0017783649912962033,0.007403350183202215
BNBUSDT,long,658.9,658.89,2297.9469835952336,-1.8732330912561101,-1.5176809834558969e-05,2026-03-15 03:00:00,2026-03-15 16:00:00,13,time_stop,55,0.011731674002124782,0.003429959022613433
BTCUSDT,long,71575.3,72715.6,2297.309010963045,34.761670574615266,0.01593147356699871,2026-03-15 13:00:00,2026-03-15 22:00:00,9,take_profit,70,0.021723974611353277,0.00419558143661295
XRPUSDT,long,1.412,1.4547,2296.9384328253245,67.62368939654553,0.030240793201133275,2026-03-15 16:00:00,2026-03-15 22:00:00,6,take_profit,59,0.037322946175637375,0.002620396600566441
ICPUSDT,long,2.683,2.654,2111.7927208739106,-24.51537115222773,-0.010808796123742049,2026-03-15 22:00:00,2026-03-16 00:00:00,2,stop_loss,77,0.002981736861721956,0.024972046216921256
NEARUSDT,long,1.352,1.389,3016.846744105587,80.14815687387713,0.02736686390532539,2026-03-15 22:00:00,2026-03-16 03:00:00,5,take_profit,58,0.039940828402366735,0.011094674556213109
XLMUSDT,long,0.16811,0.17314,2104.438109528242,61.28310046072677,0.029920885134733084,2026-03-16 00:00:00,2026-03-16 07:00:00,7,take_profit,60,0.03307358277318411,0.008208910832193326
ICPUSDT,long,2.68,2.676,2402.2051469636085,-5.507144933934485,-0.0014925373134328371,2026-03-16 03:00:00,2026-03-16 14:00:00,11,time_stop,58,0.019029850746268548,0.009328358208955357
ETHUSDT,long,2272.42,2359.63,2350.891376718754,88.34082911513542,0.03837758864998549,2026-03-16 15:00:00,2026-03-16 21:00:00,6,take_profit,55,0.04560336557502579,0.0016722260849667675
LTCUSDT,long,58.65,58.02,2377.393625453295,-27.43913542952828,-0.010741687979539564,2026-03-16 21:00:00,2026-03-17 03:00:00,6,stop_loss,57,0.009718670076726348,0.013640238704177274
BNBUSDT,long,675.46,674.89,2331.259965871217,-3.832286835319054,-0.0008438693631007757,2026-03-16 08:00:00,2026-03-17 04:00:00,20,time_stop,63,0.016492464394634747,0.007831699878601363
BNBUSDT,long,674.89,669.41,2356.6416230878754,-21.020870344094924,-0.008119841751989241,2026-03-17 04:00:00,2026-03-17 10:00:00,6,trend_reversal,62,0.0034227800085940806,0.010460964008949527
NEARUSDT,long,1.456,1.438,2369.1618848244366,-31.184418743326514,-0.012362637362637374,2026-03-17 03:00:00,2026-03-17 13:00:00,10,time_stop,71,0.013049450549450638,0.02266483516483511
